,precision,recall,f1-score,support
0,0.9798387096774194,0.9918367346938776,0.9858012170385396,980.0
1,0.990325417766051,0.9920704845814978,0.9911971830985915,1135.0
2,0.9863813229571985,0.9825581395348837,0.9844660194174757,1032.0
3,0.9851632047477745,0.9861386138613861,0.9856506679861455,1010.0
4,0.9837728194726166,0.9877800407331976,0.9857723577235773,982.0
5,0.982122905027933,0.9854260089686099,0.9837716843872413,892.0
6,0.9947368421052631,0.9864300626304802,0.9905660377358491,958.0
7,0.9796116504854369,0.9815175097276264,0.9805636540330417,1028.0
8,0.9745676500508647,0.9835728952772074,0.9790495656617271,974.0
9,0.9908906882591093,0.9702675916749257,0.9804707060590887,1009.0
accuracy,0.9848,0.9848,0.9848,0.9848
macro avg,0.9847411210549666,0.9847598081683693,0.9847309093141277,10000.0
weighted avg,0.9848376453781299,0.9848,0.9847993819842537,10000.0
