,precision,recall,f1-score,support
0,0.9918367346938776,0.9918367346938776,0.9918367346938776,980.0
1,0.9947183098591549,0.9955947136563876,0.9951563188022897,1135.0
2,0.995049504950495,0.9738372093023255,0.9843290891283056,1032.0
3,0.9970059880239521,0.9891089108910891,0.9930417495029821,1010.0
4,0.9829317269076305,0.9969450101832994,0.9898887765419615,982.0
5,0.98,0.9887892376681614,0.984375,892.0
6,0.9895397489539749,0.9874739039665971,0.9885057471264368,958.0
7,0.9780324737344794,0.9961089494163424,0.986987951807229,1028.0
8,0.982706002034588,0.9917864476386037,0.9872253449156873,974.0
9,0.9929292929292929,0.9742319127849356,0.9834917458729364,1009.0
accuracy,0.9886,0.9886,0.9886,0.9886
macro avg,0.9884749782087446,0.9885713030201619,0.9884838458391705,10000.0
weighted avg,0.9886689139570836,0.9886,0.9885948265121859,10000.0
