,precision,recall,f1-score,support
0,0.9898785425101214,0.9979591836734694,0.9939024390243902,980.0
1,0.9955985915492958,0.9964757709251101,0.9960369881109644,1135.0
2,0.9883720930232558,0.9883720930232558,0.9883720930232558,1032.0
3,0.9872298624754421,0.995049504950495,0.9911242603550297,1010.0
4,0.9868020304568528,0.9898167006109979,0.9883070665988816,982.0
5,0.990990990990991,0.9865470852017937,0.9887640449438202,892.0
6,0.9957805907172996,0.9853862212943633,0.9905561385099686,958.0
7,0.9874274661508704,0.9931906614785992,0.9903006789524734,1028.0
8,0.9907216494845361,0.9866529774127311,0.9886831275720165,974.0
9,0.993006993006993,0.9851337958374629,0.9890547263681593,1009.0
accuracy,0.9906,0.9906,0.9906,0.9906
macro avg,0.9905808810365659,0.9904583994408279,0.990510156345896,10000.0
weighted avg,0.9906131275693421,0.9906,0.9905972406014724,10000.0
