,precision,recall,f1-score,support
0,0.9828629032258065,0.9948979591836735,0.988843813387424,980.0
1,0.9921190893169878,0.9982378854625551,0.995169082125604,1135.0
2,0.989310009718173,0.9864341085271318,0.9878699660359048,1032.0
3,0.9920398009950249,0.9871287128712871,0.9895781637717121,1010.0
4,0.9868554095045501,0.9938900203665988,0.9903602232369356,982.0
5,0.9799777530589544,0.9876681614349776,0.9838079285315466,892.0
6,0.9947201689545935,0.9832985386221295,0.9889763779527558,958.0
7,0.9826254826254827,0.9902723735408561,0.9864341085271318,1028.0
8,0.9906542056074766,0.9794661190965093,0.9850283944243675,974.0
9,0.9899799599198397,0.979187314172448,0.9845540607872446,1009.0
accuracy,0.9882,0.9882,0.9882,0.9882
macro avg,0.9881144782926888,0.9880481193278167,0.9880622118780626,10000.0
weighted avg,0.9882289002250553,0.9882,0.9881956344307826,10000.0
