,precision,recall,f1-score,support
0,0.9818181818181818,0.9918367346938776,0.9868020304568528,980.0
1,0.9885964912280701,0.9929515418502203,0.9907692307692307,1135.0
2,0.9844810863239574,0.9835271317829457,0.9840038778477945,1032.0
3,0.9890981169474727,0.9881188118811881,0.9886082218920257,1010.0
4,0.9878048780487805,0.9898167006109979,0.9888097660223805,982.0
5,0.9844097995545658,0.9910313901345291,0.9877094972067039,892.0
6,0.9947312961011591,0.9853862212943633,0.9900367068694284,958.0
7,0.9795121951219512,0.9766536964980544,0.9780808572820262,1028.0
8,0.9744897959183674,0.9804928131416838,0.977482088024565,974.0
9,0.9899396378269618,0.9752229930624381,0.982526210683974,1009.0
accuracy,0.9855,0.9855,0.9855,0.9855
macro avg,0.9854881478889469,0.9855038034950299,0.9854828487054983,10000.0
weighted avg,0.9855223620417696,0.9855,0.985498222134591,10000.0
