,precision,recall,f1-score,support
0,0.9828801611278952,0.9959183673469387,0.9893563101875317,980.0
1,0.9929639401934917,0.9947136563876652,0.9938380281690141,1135.0
2,0.9826086956521739,0.9854651162790697,0.9840348330914369,1032.0
3,0.9929859719438878,0.9811881188118812,0.9870517928286853,1010.0
4,0.9731343283582089,0.9959266802443992,0.984398590840463,982.0
5,0.9692982456140351,0.9910313901345291,0.9800443458980045,892.0
6,0.9957401490947817,0.975991649269311,0.985767000527148,958.0
7,0.9921645445641528,0.9854085603112841,0.9887750122010738,1028.0
8,0.9886010362694301,0.9794661190965093,0.9840123775141827,974.0
9,0.9899497487437185,0.9762140733399405,0.9830339321357284,1009.0
accuracy,0.9862,0.9862,0.9862,0.9862
macro avg,0.9860326821561776,0.9861323731221528,0.9860312223393268,10000.0
weighted avg,0.9863057501590389,0.9862,0.9862035369480778,10000.0
