,precision,recall,f1-score,support
0,0.9898477157360406,0.9948979591836735,0.9923664122137404,980.0
1,0.9903508771929824,0.9947136563876652,0.9925274725274725,1135.0
2,0.9864995178399228,0.9912790697674418,0.9888835186080231,1032.0
3,0.9930417495029821,0.9891089108910891,0.9910714285714285,1010.0
4,0.9828973843058351,0.994908350305499,0.9888663967611336,982.0
5,0.9683751363140676,0.9955156950672646,0.9817578772802653,892.0
6,0.9915700737618546,0.9822546972860126,0.9868904037755637,958.0
7,0.9826589595375722,0.9922178988326849,0.9874152952565343,1028.0
8,0.9957627118644068,0.9650924024640657,0.9801876955161627,974.0
9,0.990909090909091,0.9722497522299306,0.9814907453726863,1009.0
accuracy,0.9873,0.9873,0.9873,0.9873
macro avg,0.9871913216964755,0.9872238392415328,0.9871457245883011,10000.0
weighted avg,0.9873932224576331,0.9873,0.987287343535669,10000.0
