,precision,recall,f1-score,support
0,0.994908350305499,0.996938775510204,0.9959225280326197,980.0
1,0.9929577464788732,0.9938325991189427,0.9933949801849405,1135.0
2,0.9941690962099126,0.9912790697674418,0.992721979621543,1032.0
3,0.9901283316880553,0.9930693069306931,0.9915966386554622,1010.0
4,0.9898063200815495,0.9887983706720977,0.9893020886398369,982.0
5,0.9876957494407159,0.9899103139013453,0.9888017917133259,892.0
6,0.9957939011566772,0.988517745302714,0.9921424829753797,958.0
7,0.9883720930232558,0.9922178988326849,0.9902912621359223,1028.0
8,0.9897435897435898,0.9907597535934292,0.9902514109799897,974.0
9,0.9870903674280039,0.9851337958374629,0.9861111111111112,1009.0
accuracy,0.9911,0.9911,0.9911,0.9911
macro avg,0.9910665545556133,0.9910457629467014,0.991053627405013,10000.0
weighted avg,0.9911045268748793,0.9911,0.9910997818817694,10000.0
