,precision,recall,f1-score,support
0,0.973026973026973,0.9938775510204082,0.98334174659263,980.0
1,0.9826086956521739,0.9955947136563876,0.9890590809628009,1135.0
2,0.9739382239382239,0.9777131782945736,0.9758220502901354,1032.0
3,0.9792694965449161,0.9821782178217822,0.9807217004448838,1010.0
4,0.9917269906928645,0.9765784114052953,0.9840944073884044,982.0
5,0.9680968096809681,0.9865470852017937,0.9772348695169351,892.0
6,0.991462113127001,0.9697286012526096,0.9804749340369392,958.0
7,0.9754901960784313,0.9678988326848249,0.9716796875,1028.0
8,0.975103734439834,0.9650924024640657,0.9700722394220846,974.0
9,0.9750747756729811,0.9692765113974232,0.9721669980119285,1009.0
accuracy,0.9786,0.9786,0.9786,0.9786
macro avg,0.9785798008854367,0.9784485505199164,0.978466771416674,10000.0
weighted avg,0.9786638112784812,0.9786,0.9785857021315362,10000.0
