,precision,recall,f1-score,support
0,0.9858299595141701,0.9938775510204082,0.9898373983739838,980.0
1,0.9929762949956101,0.9964757709251101,0.9947229551451188,1135.0
2,0.9912280701754386,0.9854651162790697,0.9883381924198251,1032.0
3,0.9910536779324056,0.9871287128712871,0.9890873015873015,1010.0
4,0.9838220424671386,0.9908350305498982,0.9873160832064942,982.0
5,0.9798882681564246,0.9831838565022422,0.9815332960268606,892.0
6,0.9978813559322034,0.9832985386221295,0.9905362776025236,958.0
7,0.9883495145631068,0.9902723735408561,0.9893100097181731,1028.0
8,0.9835560123329907,0.9825462012320328,0.983050847457627,974.0
9,0.9811881188118812,0.9821605550049554,0.9816740960871719,1009.0
accuracy,0.9877,0.9877,0.9877,0.9877
macro avg,0.987577331488137,0.9875243706547989,0.9875406457625079,10000.0
weighted avg,0.9877222627022393,0.9877,0.9877011619750571,10000.0
