,precision,recall,f1-score,support
0,0.973973973973974,0.9928571428571429,0.9833249115715008,980.0
1,0.9886064855390009,0.9938325991189427,0.9912126537785589,1135.0
2,0.9816602316602316,0.9854651162790697,0.9835589941972921,1032.0
3,0.9890764647467726,0.9861386138613861,0.9876053544868617,1010.0
4,0.9827935222672065,0.9887983706720977,0.9857868020304569,982.0
5,0.9811529933481153,0.992152466367713,0.9866220735785953,892.0
6,0.9957627118644068,0.9812108559498957,0.9884332281808623,958.0
7,0.9776482021379981,0.9785992217898832,0.9781234807972775,1028.0
8,0.979253112033195,0.9691991786447639,0.9742002063983488,974.0
9,0.9878787878787879,0.9692765113974232,0.9784892446223111,1009.0
accuracy,0.9838,0.9838,0.9838,0.9838
macro avg,0.9837806485449688,0.9837530076938318,0.9837356949642067,10000.0
weighted avg,0.9838420410835768,0.9838,0.9837905214360857,10000.0
