,precision,recall,f1-score,support
0,0.9888551165146909,0.9959183673469387,0.9923741738688358,980.0
1,0.9921052631578947,0.9964757709251101,0.9942857142857143,1135.0
2,0.9931906614785992,0.9893410852713178,0.99126213592233,1032.0
3,0.9910802775024777,0.9900990099009901,0.9905894006934126,1010.0
4,0.9819277108433735,0.9959266802443992,0.9888776541961579,982.0
5,0.9789356984478935,0.9899103139013453,0.9843924191750278,892.0
6,0.996822033898305,0.9822546972860126,0.989484752891693,958.0
7,0.9864864864864865,0.9941634241245136,0.9903100775193799,1028.0
8,0.9927611168562565,0.9856262833675564,0.9891808346213291,974.0
9,0.992936427850656,0.9752229930624381,0.984,1009.0
accuracy,0.9896,0.9896,0.9896,0.9896
macro avg,0.9895100793036635,0.9894938625430623,0.9894757163173882,10000.0
weighted avg,0.9896430785957727,0.9896,0.9895957975284028,10000.0
