,precision,recall,f1-score,support
0,0.9938962360122076,0.996938775510204,0.9954151808456444,980.0
1,0.9938542581211589,0.9973568281938326,0.9956024626209323,1135.0
2,0.9912536443148688,0.9883720930232558,0.9898107714701601,1032.0
3,0.991106719367589,0.9930693069306931,0.9920870425321465,1010.0
4,0.9888438133874239,0.9928716904276986,0.9908536585365855,982.0
5,0.9844097995545658,0.9910313901345291,0.9877094972067039,892.0
6,0.9978902953586498,0.9874739039665971,0.9926547743966422,958.0
7,0.9845559845559846,0.9922178988326849,0.9883720930232558,1028.0
8,0.9907692307692307,0.9917864476386037,0.991277578245254,974.0
9,0.9949698189134809,0.9801783944499505,0.9875187219171244,1009.0
accuracy,0.9912,0.9912,0.9912,0.9912
macro avg,0.991154980035516,0.9911296729108049,0.9911301780794449,10000.0
weighted avg,0.9912208840832883,0.9912,0.9911984002734614,10000.0
