,precision,recall,f1-score,support
0,0.9828801611278952,0.9959183673469387,0.9893563101875317,980.0
1,0.9946996466431095,0.9920704845814978,0.9933833259814733,1135.0
2,0.9892787524366472,0.9835271317829457,0.9863945578231293,1032.0
3,0.9930555555555556,0.9910891089108911,0.9920713577799801,1010.0
4,0.9798994974874372,0.9928716904276986,0.9863429438543249,982.0
5,0.982202447163515,0.9899103139013453,0.9860413176996091,892.0
6,0.9905561385099685,0.9853862212943633,0.987964416535845,958.0
7,0.9892787524366472,0.9873540856031129,0.9883154819863681,1028.0
8,0.9866117404737385,0.9835728952772074,0.9850899742930592,974.0
9,0.9879638916750251,0.9762140733399405,0.9820538384845463,1009.0
accuracy,0.9878,0.9878,0.9878,0.9878
macro avg,0.9876426583509538,0.9877914372465941,0.9877013524625868,10000.0
weighted avg,0.9878261069992461,0.9878,0.9877976324772674,10000.0
